  3.000000E+01  8.071368E+01 -1.716602E+01  2.832943E+02 -4.547466E+02 -3.718857E+02  1.025286E+01  7.944685E+00  7.796741E+00
  3.050000E+01  8.221363E+01 -1.717308E+01  2.832943E+02 -4.547159E+02 -3.784937E+02  1.025286E+01  7.944685E+00  7.921330E+00
  3.100000E+01  8.371373E+01 -1.715702E+01  2.832943E+02 -4.547253E+02 -3.850677E+02  1.025286E+01  7.944685E+00  8.043990E+00
  3.150000E+01  8.521373E+01 -1.715292E+01  2.832943E+02 -4.547230E+02 -3.916565E+02  1.025286E+01  7.944685E+00  8.164807E+00
  3.200000E+01  8.671330E+01 -1.715529E+01  2.832943E+02 -4.547324E+02 -3.982465E+02  1.025286E+01  7.944685E+00  8.283862E+00
  3.250000E+01  8.821264E+01 -1.717111E+01  2.832943E+02 -4.547821E+02 -4.048362E+02  1.025286E+01  7.944685E+00  8.401230E+00
  3.300000E+01  8.971465E+01 -1.716018E+01  2.832943E+02 -4.546922E+02 -4.114545E+02  1.025286E+01  7.944685E+00  8.516982E+00
  3.350000E+01  9.121403E+01 -1.716344E+01  2.832943E+02 -4.547277E+02 -4.180361E+02  1.025286E+01  7.944685E+00  8.631181E+00
  3.400000E+01  9.271333E+01 -1.716504E+01  2.832943E+02 -4.547537E+02 -4.246184E+02  1.025286E+01  7.944685E+00  8.743888E+00
  3.450000E+01  9.421251E+01 -1.716599E+01  2.832943E+02 -4.548010E+02 -4.311921E+02  1.025286E+01  7.944685E+00  8.855161E+00
  3.500000E+01  9.571314E+01 -1.717162E+01  2.832943E+02 -4.547301E+02 -4.378164E+02  1.025286E+01  7.944685E+00  8.965053E+00
