  3.000000E+01  7.748177E+01  9.675148E-01  2.950218E+02 -2.997786E+02 -3.851921E+02  1.016263E+01  9.196109E+00  7.323489E+00
  3.050000E+01  7.900731E+01  8.563355E-01  2.947886E+02 -2.995136E+02 -3.929138E+02  1.015039E+01  9.201762E+00  7.428974E+00
  3.100000E+01  8.053310E+01  7.300154E-01  2.945540E+02 -2.992250E+02 -4.006584E+02  1.013811E+01  9.207368E+00  7.532984E+00
  3.150000E+01  8.205742E+01  6.153394E-01  2.943181E+02 -2.990073E+02 -4.083644E+02  1.012579E+01  9.212926E+00  7.635580E+00
  3.200000E+01  8.358446E+01  4.956052E-01  2.940807E+02 -2.987636E+02 -4.160957E+02  1.011343E+01  9.218435E+00  7.736818E+00
  3.250000E+01  8.510756E+01  3.642269E-01  2.938421E+02 -2.985530E+02 -4.238091E+02  1.010104E+01  9.223895E+00  7.836750E+00
  3.300000E+01  8.663321E+01  2.545073E-01  2.936020E+02 -2.983069E+02 -4.315232E+02  1.008860E+01  9.229307E+00  7.935427E+00
  3.350000E+01  8.815703E+01  1.276441E-01  2.933606E+02 -2.981035E+02 -4.392322E+02  1.007612E+01  9.234670E+00  8.032894E+00
  3.400000E+01  8.968235E+01  1.744921E-02  2.931178E+02 -2.978598E+02 -4.469434E+02  1.006361E+01  9.239983E+00  8.129194E+00
  3.450000E+01  9.120494E+01 -1.235364E-01  2.928736E+02 -2.977367E+02 -4.546338E+02  1.005105E+01  9.245248E+00  8.224370E+00
  3.500000E+01  9.272828E+01 -2.536247E-01  2.926280E+02 -2.975356E+02 -4.623399E+02  1.003846E+01  9.250463E+00  8.318458E+00
