1.280000e-01 1.532101e+01 1.887331e-01
1.312000e-01 1.499001e+01 1.999801e-01
1.344000e-01 1.471001e+01 2.115145e-01
1.376000e-01 1.447401e+01 2.231680e-01
1.408000e-01 1.427401e+01 2.349953e-01
1.440000e-01 1.410301e+01 2.470230e-01
1.472000e-01 1.395401e+01 2.592495e-01
1.504000e-01 1.382601e+01 2.716809e-01
1.536000e-01 1.371501e+01 2.843117e-01
1.568000e-01 1.361701e+01 2.971384e-01
1.600000e-01 1.353301e+01 3.101573e-01
1.632000e-01 1.345901e+01 3.233603e-01
1.664000e-01 1.339401e+01 3.367439e-01
1.696000e-01 1.333701e+01 3.503004e-01
1.728000e-01 1.328701e+01 3.640232e-01
1.760000e-01 1.324401e+01 3.779064e-01
1.792000e-01 1.320601e+01 3.919409e-01
1.824000e-01 1.317301e+01 4.061214e-01
1.856000e-01 1.314401e+01 4.204395e-01
1.888000e-01 1.311901e+01 4.348879e-01
1.920000e-01 1.309801e+01 4.494600e-01
1.952000e-01 1.307901e+01 4.641462e-01
1.984000e-01 1.306301e+01 4.789410e-01
2.016000e-01 1.304901e+01 4.938359e-01
2.048000e-01 1.303801e+01 5.088233e-01
2.080000e-01 1.302801e+01 5.238970e-01
2.112000e-01 1.302001e+01 5.390471e-01
2.144000e-01 1.301401e+01 5.542687e-01
2.176000e-01 1.300901e+01 5.695532e-01
2.208000e-01 1.300401e+01 5.848937e-01
2.240000e-01 1.300101e+01 6.002841e-01
2.272000e-01 1.299901e+01 6.157150e-01
2.304000e-01 1.299801e+01 6.311824e-01
2.336000e-01 1.299701e+01 6.466779e-01
2.368000e-01 1.299701e+01 6.621951e-01
2.400000e-01 1.299701e+01 6.777289e-01
2.432000e-01 1.299801e+01 6.932705e-01
2.464000e-01 1.299901e+01 7.088160e-01
2.496000e-01 1.300101e+01 7.243585e-01
2.528000e-01 1.300201e+01 7.398920e-01
2.560000e-01 1.300401e+01 7.554121e-01
2.592000e-01 1.300601e+01 7.709107e-01
2.624000e-01 1.300801e+01 7.863852e-01
2.656000e-01 1.301101e+01 8.018289e-01
2.688000e-01 1.301301e+01 8.172370e-01
2.720000e-01 1.301501e+01 8.326058e-01
2.752000e-01 1.301801e+01 8.479277e-01
2.784000e-01 1.302001e+01 8.632013e-01
2.816000e-01 1.302201e+01 8.784207e-01
2.848000e-01 1.302401e+01 8.935814e-01
2.880000e-01 1.302601e+01 9.086812e-01
2.912000e-01 1.302801e+01 9.237134e-01
2.944000e-01 1.303001e+01 9.386767e-01
2.976000e-01 1.303201e+01 9.535661e-01
3.008000e-01 1.303301e+01 9.683786e-01
3.040000e-01 1.303401e+01 9.831120e-01
3.072000e-01 1.303601e+01 9.977603e-01
3.104000e-01 1.303701e+01 1.012323e+00
3.136000e-01 1.303701e+01 1.026797e+00
3.168000e-01 1.303801e+01 1.041179e+00
3.200000e-01 1.303801e+01 1.055468e+00
3.232000e-01 1.303901e+01 1.069657e+00
3.264000e-01 1.303901e+01 1.083749e+00
3.296000e-01 1.303801e+01 1.097740e+00
3.328000e-01 1.303801e+01 1.111626e+00
3.360000e-01 1.303701e+01 1.125409e+00
3.392000e-01 1.303701e+01 1.139083e+00
3.424000e-01 1.303601e+01 1.152648e+00
3.456000e-01 1.303401e+01 1.166104e+00
3.488000e-01 1.303301e+01 1.179447e+00
3.520000e-01 1.303101e+01 1.192678e+00
3.552000e-01 1.302901e+01 1.205793e+00
3.584000e-01 1.302701e+01 1.218793e+00
3.616000e-01 1.302501e+01 1.231677e+00
3.648000e-01 1.302201e+01 1.244442e+00
3.680000e-01 1.302001e+01 1.257090e+00
3.712000e-01 1.301701e+01 1.269617e+00
3.744000e-01 1.301301e+01 1.282025e+00
3.776000e-01 1.301001e+01 1.294312e+00
3.808000e-01 1.300601e+01 1.306478e+00
3.840000e-01 1.300301e+01 1.318523e+00
3.872000e-01 1.299901e+01 1.330444e+00
3.904000e-01 1.299501e+01 1.342244e+00
3.936000e-01 1.299001e+01 1.353921e+00
3.968000e-01 1.298601e+01 1.365475e+00
4.000000e-01 1.298101e+01 1.376907e+00
4.032000e-01 1.297601e+01 1.388214e+00
4.064000e-01 1.297101e+01 1.399399e+00
4.096000e-01 1.296601e+01 1.410461e+00
4.128000e-01 1.296001e+01 1.421400e+00
4.160000e-01 1.295501e+01 1.432217e+00
4.192000e-01 1.294901e+01 1.442910e+00
4.224000e-01 1.294301e+01 1.453482e+00
4.256000e-01 1.293701e+01 1.463932e+00
4.288000e-01 1.293101e+01 1.474260e+00
4.320000e-01 1.292401e+01 1.484467e+00
4.352000e-01 1.291801e+01 1.494552e+00
4.384000e-01 1.291101e+01 1.504518e+00
4.416000e-01 1.290401e+01 1.514363e+00
4.448000e-01 1.289701e+01 1.524089e+00
4.480000e-01 1.289001e+01 1.533697e+00
4.512000e-01 1.288301e+01 1.543186e+00
4.544000e-01 1.287601e+01 1.552020e+00
4.576000e-01 1.287101e+01 1.558053e+00
4.608000e-01 1.286501e+01 1.564901e+00
4.640000e-01 1.286001e+01 1.571506e+00
4.672000e-01 1.285401e+01 1.577911e+00
4.704000e-01 1.284801e+01 1.584162e+00
4.736000e-01 1.284301e+01 1.590277e+00
4.768000e-01 1.283701e+01 1.595953e+00
4.800000e-01 1.283201e+01 1.600925e+00
4.832000e-01 1.282701e+01 1.605905e+00
4.864000e-01 1.282201e+01 1.610700e+00
4.896000e-01 1.281601e+01 1.615324e+00
4.928000e-01 1.281101e+01 1.619793e+00
4.960000e-01 1.280601e+01 1.624123e+00
4.992000e-01 1.280101e+01 1.628318e+00
5.024000e-01 1.279601e+01 1.632392e+00
5.056000e-01 1.279101e+01 1.636348e+00
5.088000e-01 1.278601e+01 1.640193e+00
5.120000e-01 1.278001e+01 1.643935e+00
5.152000e-01 1.277501e+01 1.647576e+00
5.184000e-01 1.277001e+01 1.651122e+00
5.216000e-01 1.276501e+01 1.654577e+00
5.248000e-01 1.275901e+01 1.657945e+00
5.280000e-01 1.275401e+01 1.661230e+00
5.312000e-01 1.274901e+01 1.664435e+00
5.344000e-01 1.274301e+01 1.667564e+00
5.376000e-01 1.273801e+01 1.670621e+00
5.408000e-01 1.273201e+01 1.673609e+00
