          rho              log(P) 

   4.924209250960400E-002 -.793655979398665
   6.754745200220030E-002 -.533875313792240
   7.819461912404710E-002 -.411480433323237
   8.990565861492860E-002 -.292523078988325
   .102731231063846 -.157484980926542
   .116721997059802 -9.584531840080540E-003
   .131928617191797  .144003604376963
   .148401752048834  .300176816560526
   .166192062219914  .461165781852089
   .185350208294037  .628783886847867

