  3.000000E+01  9.911921E+01  1.077114E+02  3.096346E+02 -1.199034E+02 -4.486207E+02  1.101466E+01  1.191453E+01  4.525357E+00
  3.050000E+01  1.014548E+02  1.112774E+02  3.099667E+02 -1.133661E+02 -4.603458E+02  1.102713E+01  1.199371E+01  4.591509E+00
  3.100000E+01  1.037944E+02  1.148729E+02  3.103090E+02 -1.067719E+02 -4.721797E+02  1.103979E+01  1.207265E+01  4.656669E+00
  3.150000E+01  1.061388E+02  1.184671E+02  3.106619E+02 -1.000997E+02 -4.841664E+02  1.105265E+01  1.215133E+01  4.720877E+00
  3.200000E+01  1.084869E+02  1.220681E+02  3.110256E+02 -9.334943E+01 -4.962927E+02  1.106572E+01  1.222979E+01  4.784171E+00
  3.250000E+01  1.108369E+02  1.256922E+02  3.114005E+02 -8.659441E+01 -5.085077E+02  1.107900E+01  1.230801E+01  4.846585E+00
  3.300000E+01  1.131925E+02  1.293421E+02  3.117867E+02 -7.968086E+01 -5.208853E+02  1.109249E+01  1.238602E+01  4.908151E+00
  3.350000E+01  1.155517E+02  1.330293E+02  3.121846E+02 -7.272236E+01 -5.333638E+02  1.110620E+01  1.246383E+01  4.968899E+00
  3.400000E+01  1.179158E+02  1.367011E+02  3.125946E+02 -6.564083E+01 -5.460326E+02  1.112012E+01  1.254144E+01  5.028858E+00
  3.450000E+01  1.202839E+02  1.404171E+02  3.130168E+02 -5.850251E+01 -5.588054E+02  1.113428E+01  1.261886E+01  5.088054E+00
  3.500000E+01  1.226561E+02  1.441424E+02  3.134517E+02 -5.131687E+01 -5.717138E+02  1.114866E+01  1.269611E+01  5.146512E+00
