  1.000000E-02  9.985082E-01  1.491801E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.491801E-03  0.000000E+00
  1.200000E-02  9.980963E-01  1.903706E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.903706E-03  0.000000E+00
  1.400000E-02  9.976603E-01  2.339717E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.339717E-03  0.000000E+00
  1.600000E-02  9.972029E-01  2.797111E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.797111E-03  0.000000E+00
  1.800000E-02  9.967263E-01  3.273661E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.273661E-03  0.000000E+00
  2.000000E-02  9.962325E-01  3.767495E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.767495E-03  0.000000E+00
  2.200000E-02  9.957230E-01  4.277011E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.277011E-03  0.000000E+00
  2.400000E-02  9.951992E-01  4.800818E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.800818E-03  0.000000E+00
  2.600000E-02  9.946623E-01  5.337694E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.337694E-03  0.000000E+00
  2.800000E-02  9.941134E-01  5.886554E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.886554E-03  0.000000E+00
  3.000000E-02  9.935536E-01  6.446427E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  6.446427E-03  0.000000E+00
  3.200000E-02  9.929836E-01  7.016441E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  7.016441E-03  0.000000E+00
  3.400000E-02  9.924042E-01  7.595807E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  7.595807E-03  0.000000E+00
  3.600000E-02  9.918162E-01  8.183807E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  8.183807E-03  0.000000E+00
  3.800000E-02  9.912202E-01  8.779787E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  8.779787E-03  0.000000E+00
  4.000000E-02  9.906169E-01  9.383148E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  9.383148E-03  0.000000E+00
  4.200000E-02  9.900067E-01  9.993340E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  9.993340E-03  0.000000E+00
  4.400000E-02  9.893901E-01  1.060986E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.060986E-02  0.000000E+00
  4.600000E-02  9.887678E-01  1.123224E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.123224E-02  0.000000E+00
  4.800000E-02  9.881400E-01  1.186004E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.186004E-02  0.000000E+00
  5.000000E-02  9.875071E-01  1.249287E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.249287E-02  0.000000E+00
  5.200000E-02  9.868696E-01  1.313036E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.313036E-02  0.000000E+00
  5.400000E-02  9.862278E-01  1.377217E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.377217E-02  0.000000E+00
  5.600000E-02  9.855820E-01  1.441797E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.441797E-02  0.000000E+00
  5.800000E-02  9.849325E-01  1.506747E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.506747E-02  0.000000E+00
  6.000000E-02  9.842796E-01  1.572039E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.572039E-02  0.000000E+00
  6.200000E-02  9.836235E-01  1.637647E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.637647E-02  0.000000E+00
  6.400000E-02  9.829645E-01  1.703547E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.703547E-02  0.000000E+00
  6.600000E-02  9.823028E-01  1.769717E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.769717E-02  0.000000E+00
  6.800000E-02  9.816387E-01  1.836134E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.836134E-02  0.000000E+00
  7.000000E-02  9.809722E-01  1.902780E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.902780E-02  0.000000E+00
